code,name,cname,category,price,diff,chg,preclose,open,high,low,amplitude,volume,mktcap,pe,market,category_id
XSOE,WisdomTree Emerging Markets ex-State-Owned Enterprises Fund,WisdomTree Emerging Markets ex-State-Owned Enterprises Fund,,31.78,0.56,1.79,31.22,31.5,31.82,31.49,1.06%,1011295,652833724,,AMEX,
HIO,"Western Asset High Income Opportunity Fund, Inc.","Western Asset High Income Opportunity Fund, Inc.",股权,5.07,0.0,0.0,5.07,5.08,5.11,5.07,0.79%,1212737,649985985,14.48571502,NYSE,145.0
FSM,"Fortuna Silver Mines, Inc.","Fortuna Silver Mines, Inc.",采矿,4.05,-0.03,-0.74,4.08,4.12,4.17,4.01,3.80%,2151130,642767985,101.25000703,NYSE,2.0
WPG,"Washington Prime Group, Inc.","Washington Prime Group, Inc.",,3.41,-0.23,-6.32,3.64,3.66,3.67,3.39,7.69%,5026909,640970989,22.733333,NYSE,
TBT,ProShares UltraShort 20+ Year Treasury,债券20+美国债指数ETF-ProShares两倍做空,股权,25.98,-0.56,-2.11,26.54,26.12,26.12,25.77,1.34%,1404371,627717841,,NYSE,145.0
GGN,"GAMCO Global Gold, Natural Resources & Income Trust","GAMCO Global Gold, Natural Resources & Income Trust",股权,4.43,0.03,0.68,4.4,4.47,4.47,4.39,1.82%,1273950,617332571,4.76344064,AMEX,145.0
BIT,BlackRock Multi-Sector Income Trust,BlackRock Multi-Sector Income Trust,,16.22,0.06,0.37,16.16,16.05,16.35,16.0,2.17%,1011691,612989005,,NYSE,
ETM,Entercom Communications Corp.,安德康传播,媒体内容,4.6,-0.04,-0.86,4.64,4.69,4.69,4.49,4.31%,1007032,611394991,-1.991342,NYSE,702.0
MLPX,Global X MLP & Energy Infrastructure ETF,Global X MLP & Energy Infrastructure ETF,股权,12.29,0.01,0.08,12.28,12.39,12.39,12.19,1.63%,784010,610280472,,AMEX,145.0
APPS,"Digital Turbine, Inc.","Digital Turbine, Inc.",,7.31,0.18,2.52,7.13,7.21,7.35,7.12,3.21%,1720782,609154278,-52.21428508,NASDAQ,
NGD,"New Gold, Inc.","New Gold, Inc.",,0.9,0.02,2.39,0.88,0.9,0.92,0.89,3.41%,2070508,607548542,-0.65289857,NYSE,717.0
IGD,Voya Global Equity Dividend & Premium Opportunity Fund,IGD基金,环球,6.21,0.02,0.32,6.19,6.19,6.23,6.19,0.65%,785439,603821420,22.17857147,NYSE,173.0
BDSI,"BioDelivery Sciences International, Inc.",BioDelivery科学国际有限公司,制药,6.17,-0.15,-2.37,6.32,6.36,6.39,5.86,8.47%,1630814,602325047,-22.03571446,NASDAQ,10.0
CERS,Cerus Corp.,Cerus Corp.,医疗保健产品,4.25,0.03,0.71,4.22,4.25,4.26,4.1,3.79%,704246,596773680,-8.33333349,NASDAQ,63.0
INSG,Inseego Corp.,Inseego Corp.,,7.43,0.1,1.36,7.33,7.4,7.47,7.24,3.21%,1320966,593872176,-18.12195096,NASDAQ,
DOMO,"Domo, Inc.","Domo, Inc.",,21.04,-0.68,-3.13,21.72,21.94,21.95,20.9,4.83%,673201,586159202,-4.53448309,NASDAQ,
HIX,"Western Asset High Income Fund II, Inc.","Western Asset High Income Fund II, Inc.",股权,6.76,0.02,0.3,6.74,6.73,6.8,6.73,1.04%,1234099,578423470,9.01333364,NYSE,145.0
KDMN,"Kadmon Holdings, Inc.","Kadmon Holdings, Inc.",,4.48,-0.05,-1.1,4.53,4.59,4.6,4.25,7.73%,2734011,578421918,-5.81818199,NYSE,
JFR,Nuveen Floating Rate Income Fund,JFR基金,股权,10.19,-0.05,-0.49,10.24,10.25,10.27,10.13,1.32%,1495784,577438209,145.57142196,NYSE,145.0
PSTI,"Pluristem Therapeutics, Inc.","Pluristem Therapeutics, Inc.",制药,3.85,-0.1,-2.41,3.94,3.94,3.95,3.81,3.55%,696639,573485039,-1.48455604,NASDAQ,10.0
SRNE,"Sorrento Therapeutics, Inc.","Sorrento Therapeutics, Inc.",生物技术和制药,3.39,0.01,0.3,3.38,3.42,3.53,3.33,5.92%,1856201,559408863,-1.50666671,NASDAQ,700.0
CLVS,"Clovis Oncology, Inc.","Clovis Oncology, Inc.",制药,10.25,-0.17,-1.68,10.43,10.43,10.47,9.96,4.94%,2317745,557751233,-1.36484683,NASDAQ,10.0
AGEN,"Agenus, Inc.",艾吉纳斯公司,生物技术和制药,4.04,-0.03,-0.74,4.07,4.08,4.13,3.92,5.15%,998928,551504389,-4.20833339,NASDAQ,700.0
GOGO,"Gogo, Inc.","Gogo, Inc.",,6.18,-0.22,-3.44,6.4,6.42,6.48,6.17,4.84%,1731439,545670346,-2.71052627,NASDAQ,697.0
DEAC,Diamond Eagle Acquisition Corp.,Diamond Eagle Acquisition Corp.,,10.68,-0.02,-0.19,10.7,10.79,10.8,10.65,1.40%,1194114,533249998,,NASDAQ,
SXC,"SunCoke Energy, Inc.","SunCoke Energy, Inc.",煤炭,6.18,-0.05,-0.8,6.23,6.27,6.38,6.14,3.85%,900571,525812112,-3.86249984,NYSE,210.0
BCRX,"BioCryst Pharmaceuticals, Inc.",BioCryst制药,生物技术,3.4,-0.05,-1.45,3.45,3.55,3.58,3.28,8.70%,1649931,524570921,-2.80991735,NASDAQ,39.0
CBB,"Cincinnati Bell, Inc.",辛辛那提贝尔,电信,10.39,-0.08,-0.76,10.47,10.5,10.5,10.38,1.15%,899967,524375261,-6.04069777,NYSE,30.0
CYOU,Changyou.com Ltd.,畅游,软件,9.95,0.16,1.63,9.79,9.8,9.99,9.78,2.15%,700928,520320362,5.52777782,NASDAQ,14.0
GRSH,"Gores Holdings III, Inc.","Gores Holdings III, Inc.",,10.36,0.02,0.19,10.34,10.35,10.37,10.31,0.58%,838290,517500019,115.11110272,NASDAQ,
NCV,AllianzGI Convertible & Income Fund,AllianzGI Convertible & Income Fund,股权,5.73,-0.02,-0.35,5.75,5.77,5.77,5.73,0.70%,1970518,516653321,33.70588211,NYSE,145.0
LABU,Direxion Daily S&P Biotech Bull 3X Shares,Direxion Daily S&P Biotech Bull 3X Shares,,56.45,-1.05,-1.83,57.5,58.8,58.83,54.78,7.04%,1844240,516547532,,NYSE,
LTS,"Ladenburg Thalmann Financial Services, Inc.","Ladenburg Thalmann Financial Services, Inc.",多元化金融服务,3.34,-0.14,-4.02,3.48,3.47,3.48,3.34,4.02%,5382579,514639978,-166.99999944,NYSE,56.0
MUX,"McEwen Mining, Inc.","McEwen Mining, Inc.",采矿,1.28,0.01,0.79,1.27,1.31,1.31,1.25,4.72%,4107337,510354469,-8.0,NYSE,2.0
PSQ,ProShares Short QQQ,纳斯达克100指数ETF-ProShares做空,股权,24.17,-0.39,-1.59,24.56,24.36,24.41,24.16,1.00%,2746449,507447333,,NYSE,145.0
ARKW,ARK Web x.0 ETF,ARK Web x.0 ETF,,58.86,1.27,2.21,57.59,58.04,58.89,58.04,1.48%,763932,507055912,,NYSE,
DRRX,DURECT Corp.,DURECT Corp.,制药,2.62,-1.19,-31.18,3.8,2.5,2.88,2.05,21.84%,7775345,503988428,-18.67857142,NASDAQ,10.0
JMIA,Jumia Technologies AG,Jumia,,6.6,-0.13,-1.93,6.73,6.93,7.03,6.4,9.36%,1787449,500455332,,NYSE,
EFR,Eaton Vance Senior Floating-Rate Trust,Eaton Vance Senior Floating-Rate Trust,股权,13.56,0.01,0.07,13.55,13.6,13.6,13.51,0.66%,765963,499294458,9.28767128,NYSE,145.0
CRCM,"Care.com, Inc.","Care.com, Inc.",,14.96,-0.07,-0.47,15.03,15.03,15.03,14.93,0.67%,1722835,497364039,-17.39534859,NYSE,723.0
FRA,"BlackRock Floating Rate Income Strategies Fund, Inc.",FRA基金,股权,13.48,0.04,0.3,13.44,13.45,13.48,13.41,0.52%,824265,488393647,38.51428506,NYSE,145.0
CLNE,Clean Energy Fuels Corp.,Clean Energy Fuels Corp.,能源-替代能源,2.39,0.05,2.14,2.34,2.39,2.39,2.32,2.97%,602955,485193472,-34.1428585,NASDAQ,109.0
FNKO,"Funko, Inc.","Funko, Inc.",,17.57,0.41,2.39,17.16,17.26,17.76,17.06,4.10%,821375,485094972,23.11842094,NASDAQ,
RUBI,"The Rubicon Project, Inc.","The Rubicon Project, Inc.",,9.04,0.88,10.78,8.16,8.43,9.05,8.41,7.84%,2935539,482816770,-16.14285701,NYSE,
SOHU,Sohu.com Ltd.,搜狐,互联网,12.29,1.11,9.93,11.18,11.41,12.4,11.41,8.86%,831738,482118288,-4.09666665,NASDAQ,41.0
UNFI,"United Natural Foods, Inc.","United Natural Foods, Inc.",,8.95,0.19,2.17,8.76,8.84,8.97,8.49,5.48%,1346101,478362409,-0.71829854,NASDAQ,856.0
WIFI,"Boingo Wireless, Inc.","Boingo Wireless, Inc.",互联网,10.7,-0.25,-2.28,10.95,11.05,11.19,10.6,5.39%,622017,474726439,-97.27272607,NASDAQ,41.0
HIMX,"Himax Technologies, Inc.",奇景光电,半导体,2.8,0.14,5.26,2.66,2.69,2.8,2.68,4.51%,1181960,474694785,-70.00000037,NASDAQ,12.0
DVAX,Dynavax Technologies Corp.,德纳维制药,生物技术,5.47,-0.25,-4.37,5.72,5.76,5.8,5.35,7.87%,980138,460704559,-2.27916649,NASDAQ,39.0
GTE,"Gran Tierra Energy, Inc.","Gran Tierra Energy, Inc.",油气,1.27,-0.02,-1.55,1.29,1.31,1.32,1.25,5.43%,1785478,460064991,,NYSE,76.0
CRC,California Resources Corp.,California Resources Corp.,家具家饰,9.57,0.54,5.98,9.03,9.24,9.58,9.08,5.54%,2171726,459749115,1.23643411,NYSE,139.0
SLCA,"U.S. Silica Holdings, Inc.","U.S. Silica Holdings, Inc.",,6.22,0.07,1.14,6.15,6.22,6.27,6.08,3.09%,1227964,455387818,-1.58269712,NYSE,717.0
GPOR,Gulfport Energy Corp.,格尔夫波特能源,油气,2.86,-0.18,-5.92,3.04,3.08,3.09,2.81,9.21%,3954341,449580813,1.22746781,NASDAQ,76.0
TLRA,"Telaria, Inc.","Telaria, Inc.",,9.85,1.04,11.8,8.81,9.3,9.88,9.15,8.34%,2714698,446502709,-61.56250376,NYSE,
TEI,Templeton Emerging Markets Income Fund,邓普顿新兴市场基金,股权,9.16,-0.03,-0.33,9.19,9.15,9.24,9.15,1.03%,1379347,440138470,9.84946213,NYSE,145.0
CHS,"Chico's FAS, Inc.","Chico's FAS, Inc.",零售,3.69,-0.12,-3.15,3.81,3.83,3.87,3.62,6.56%,1924045,435928502,-17.57142939,NYSE,52.0
PGNX,"Progenics Pharmaceuticals, Inc.",普罗基尼克斯制药,制药,5.04,-0.05,-0.98,5.09,5.12,5.14,4.91,4.52%,830112,435564866,-5.92941155,NASDAQ,10.0
LXRX,"Lexicon Pharmaceuticals, Inc.",莱斯康制药,生物技术和制药,4.09,-0.06,-1.45,4.15,4.15,4.17,3.91,6.16%,1324722,433058376,2.63870986,NASDAQ,700.0
NPTN,NeoPhotonics Corp.,NeoPhotonics Corp.,电信,8.98,0.16,1.81,8.82,8.94,9.05,8.83,2.49%,620596,430793029,-16.0357134,NYSE,30.0
SUPV,Grupo Supervielle SA,Grupo Supervielle SA,,3.66,-0.02,-0.54,3.68,3.7,3.87,3.54,8.97%,1319596,428494510,4.021978,NYSE,
GME,GameStop Corp.,游戏驿站,零售,6.31,0.23,3.78,6.08,6.14,6.47,6.07,6.58%,4453598,412014375,-0.83465608,NYSE,52.0
TUP,Tupperware Brands Corp.,特百惠,,8.5,-0.08,-0.93,8.58,8.7,8.7,8.35,4.08%,1118258,406562683,4.08653861,NYSE,743.0
FOSL,"Fossil Group, Inc.",福思公司,"销售/批发
",7.96,0.08,1.02,7.88,7.98,8.0,7.72,3.55%,814580,399332935,132.66667027,NASDAQ,256.0
PDS,Precision Drilling Corp.,Precision Drilling Corp.,油气,1.41,0.01,0.71,1.4,1.38,1.45,1.38,5.00%,785669,396726835,-2.8775509,NYSE,76.0
YRD,Yiren Digital Ltd.,宜人贷公司,,6.3,0.75,13.51,5.55,5.77,6.79,5.67,20.14%,1094639,395551295,3.19796959,NYSE,
CPRX,"Catalyst Pharmaceuticals, Inc.","Catalyst Pharmaceuticals, Inc.",制药,3.77,0.02,0.53,3.75,3.8,3.82,3.65,4.53%,1604633,389517646,41.88888701,NASDAQ,10.0
PEI,Pennsylvania Real Estate Investment Trust,宾夕法尼亚房地产投资信托,房地产信托投资基金,5.13,-0.2,-3.75,5.33,5.4,5.4,5.05,6.57%,1317218,389102082,-3.51369862,NYSE,227.0
SPPI,"Spectrum Pharmaceuticals, Inc.","Spectrum Pharmaceuticals, Inc.",生物技术,3.45,-0.19,-5.22,3.64,3.71,3.72,3.41,8.52%,6140791,383888517,-3.0530974,NASDAQ,39.0
EROS,Eros International Plc,Eros International Plc,,3.48,0.09,2.65,3.39,3.36,3.52,3.18,10.03%,2873864,382746911,-0.59083194,NYSE,
OXLC,Oxford Lane Capital Corp.,Oxford Lane Capital Corp.,环球,8.2,0.04,0.49,8.16,8.2,8.26,8.16,1.23%,645827,379626130,7.96116508,NASDAQ,173.0
DWT,VelocityShares 3x Inverse Crude Oil ETN,VelocityShares 三倍做空原油 ETN,,3.52,0.0,0.0,3.52,3.52,3.61,3.49,3.41%,7963054,379474997,,AMEX,
FXR,First Trust Industrials/Producer Durables AlphaDEX Fund,First Trust Industrials/Producer Durables AlphaDEX Fund,股权,45.66,0.53,1.16,45.13,45.45,45.67,45.18,1.09%,762763,373367098,,NYSE,145.0
ARLO,"Arlo Technologies, Inc.","Arlo Technologies, Inc.",,4.97,0.76,18.05,4.21,4.19,5.0,4.16,19.95%,1841566,373242867,-2.70108679,NYSE,
OGI,"OrganiGram Holdings, Inc.","OrganiGram Holdings, Inc.",,2.33,-0.12,-4.9,2.45,2.5,2.5,2.3,8.16%,2109745,366652332,-116.49999879,NASDAQ,
MEET,"The Meet Group, Inc.","The Meet Group, Inc.",互联网,5.07,0.06,1.2,5.01,5.04,5.1,4.97,2.59%,868303,365717933,36.21428679,NYSE,41.0
PDLI,"PDL BioPharma, Inc.","PDL BioPharma, Inc.",生物技术和制药,3.21,-0.04,-1.08,3.25,3.24,3.26,3.13,4.01%,1530496,365383381,-107.00000366,NASDAQ,700.0
BGR,BlackRock Energy & Resources Trust,黑岩能源信托,股权,12.29,0.41,3.45,11.88,12.05,12.29,12.01,2.36%,675386,365157134,3.74695124,NYSE,145.0
GORO,Gold Resource Corp.,Gold Resource Corp.,,5.47,-0.07,-1.26,5.54,5.61,5.62,5.37,4.50%,643274,358675593,54.69999709,NYSE,717.0
JCP,"J. C. Penney Co., Inc.",彭尼公司,零售,1.12,0.0,0.0,1.12,1.12,1.13,1.1,2.68%,4531283,353595585,-1.62318842,NYSE,52.0
CRBP,"Corbus Pharmaceuticals Holdings, Inc.","Corbus Pharmaceuticals Holdings, Inc.",,5.4,-0.06,-1.1,5.46,5.5,5.56,5.28,5.13%,691107,349880390,-5.29411784,NASDAQ,
LCI,"Lannett Co., Inc.","Lannett Co., Inc.",制药,8.73,-0.09,-1.02,8.82,8.87,8.88,8.41,5.33%,797888,348831121,96.99999106,NYSE,10.0
RIGL,"Rigel Pharmaceuticals, Inc.","Rigel Pharmaceuticals, Inc.",生物技术和制药,2.02,-0.12,-5.61,2.14,2.16,2.16,2.01,7.01%,3011116,341924400,-7.21428562,NASDAQ,700.0
CONN,"Conn's, Inc.",科恩,零售,11.71,-0.68,-5.49,12.39,12.43,12.47,11.65,6.62%,2457014,339490252,4.33703697,NASDAQ,52.0
EXK,Endeavour Silver Corp.,Endeavour Silver Corp.,采矿,2.41,0.0,0.0,2.41,2.44,2.47,2.38,3.73%,2408027,337178314,-9.64000034,NYSE,2.0
SCOR,"comScore, Inc.",康姆斯克,,4.87,-0.07,-1.42,4.94,4.96,4.96,4.56,8.10%,771176,334055014,-0.85588749,NASDAQ,750.0
HOME,"At Home Group, Inc.","At Home Group, Inc.",银行,5.2,-0.3,-5.45,5.5,5.56,5.73,5.11,11.27%,2889207,331749080,8.3870964,NASDAQ,61.0
HYEM,VanEck Vectors Emerging Markets High Yield Bond ETF,Vectors新兴市场高收益企业债指数ETF,股权,23.9,0.17,0.72,23.73,23.73,23.92,23.73,0.80%,838084,329585013,,NASDAQ,145.0
HEXO,HEXO Corp.,HEXO Corp.,,1.64,0.05,3.14,1.59,1.65,1.68,1.56,7.55%,10228969,327232950,-4.20512832,AMEX,
PBYI,"Puma Biotechnology, Inc.","Puma Biotechnology, Inc.",生物技术和制药,8.43,-0.32,-3.66,8.75,8.86,8.86,8.32,6.17%,1042332,326103549,-3.41295555,NYSE,700.0
AMRS,"Amyris, Inc.",阿米瑞斯公司,化学制品,3.07,-0.02,-0.65,3.09,3.16,3.16,3.02,4.60%,1424598,325476744,-1.07342659,NASDAQ,88.0
ISEE,"IVERIC bio, Inc.","IVERIC bio, Inc.",,7.88,-0.7,-8.16,8.58,8.75,8.79,7.75,12.12%,1120909,325158771,4.83435591,NASDAQ,
XNET,Xunlei Ltd.,迅雷,媒体内容,4.89,-0.01,-0.2,4.9,5.0,5.11,4.67,8.88%,1297604,323892053,-4.88999987,NASDAQ,702.0
MTNB,"Matinas BioPharma Holdings, Inc.","Matinas BioPharma Holdings, Inc.",,2.31,0.04,1.76,2.27,2.39,2.39,2.12,11.89%,2444126,323039879,-17.76923098,AMEX,
CYH,"Community Health Systems, Inc.","Community Health Systems, Inc.",健康护理服务,2.75,-0.15,-5.17,2.9,2.95,2.96,2.69,9.14%,2474000,322303341,-0.49460432,NYSE,95.0
VFF,"Village Farms International, Inc.","Village Farms International, Inc.",,6.14,-0.09,-1.44,6.23,6.31,6.32,5.96,5.78%,600990,321120201,23.61538497,NASDAQ,
CVM,CEL-SCI Corp.,CEL-SCI Corp.,生物技术,9.09,-0.06,-0.66,9.15,8.91,9.1,8.79,3.45%,627638,320573753,-13.36764714,NYSE,39.0
OMI,"Owens & Minor, Inc.",欧麦斯-麦能医疗,"销售/批发
",5.17,0.0,0.0,5.17,5.19,5.19,4.92,5.22%,1474849,320229908,-1.08842107,NYSE,256.0
INO,"Inovio Pharmaceuticals, Inc.","Inovio Pharmaceuticals, Inc.",生物技术,3.21,-0.09,-2.73,3.3,3.39,3.39,3.06,10.00%,971556,319531934,-2.72033914,NYSE,39.0
NE,Noble Corp. Plc,诺布尔,油气,1.28,0.06,4.92,1.22,1.24,1.28,1.2,6.56%,4550191,308947508,-0.45551601,NYSE,76.0
EXPR,"Express, Inc.","Express, Inc.",零售,4.81,-0.06,-1.23,4.87,4.86,4.97,4.67,6.16%,1718462,307457531,-13.36111042,NYSE,52.0
EWI,iShares MSCI Italy ETF,意大利ETF-iShares MSCI,股权,29.9,0.4,1.36,29.5,29.73,29.92,29.68,0.83%,959248,304691077,76.6666685,NYSE,145.0
DPLO,"Diplomat Pharmacy, Inc.","Diplomat Pharmacy, Inc.",,4.0,0.0,0.0,4.0,3.99,4.01,3.99,0.50%,1202533,303421222,-0.46082948,NYSE,
NVCN,"Neovasc, Inc.","Neovasc, Inc.",,3.88,-1.53,-28.28,5.41,4.14,4.17,3.8,6.84%,3680030,297003198,4.04166688,NASDAQ,
MNK,Mallinckrodt Plc,Mallinckrodt Plc,生物技术和制药,3.47,-0.02,-0.57,3.49,3.58,3.6,3.38,6.30%,4684083,286758484,-0.08124561,NYSE,700.0
VIXY,ProShares VIX Short-Term Futures ETF,短期期货波动率指数ETF-ProShares,股权,11.95,-0.48,-3.86,12.43,12.1,12.36,11.92,3.54%,3076852,286227380,,NYSE,145.0
CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,Center Coast Brookfield MLP & Energy Infrastructure Fund,,6.51,0.17,2.68,6.34,6.4,6.51,6.39,1.89%,600137,276376960,34.26315953,NYSE,
BGG,Briggs & Stratton Corp.,百力通,,6.46,-0.2,-3.0,6.66,6.82,6.87,6.4,7.06%,1165001,273806796,-5.66666677,NYSE,774.0
OSTK,"Overstock.com, Inc.","Overstock.com, Inc.",互联网,7.04,-0.01,-0.14,7.05,7.08,7.09,6.85,3.40%,634833,273738091,-1.69230775,NASDAQ,41.0
MNKD,MannKind Corp.,曼恩凯德生物医疗,生物技术和制药,1.3,0.01,0.78,1.29,1.33,1.33,1.25,6.20%,1990571,271442334,-5.0,NASDAQ,700.0
HIIQ,"Health Insurance Innovations, Inc.","Health Insurance Innovations, Inc.",保险,18.89,-0.4,-2.07,19.29,19.5,19.61,18.8,4.17%,666080,270477206,15.74166553,NASDAQ,25.0
LL,"Lumber Liquidators Holdings, Inc.",Lumber Liquidators控股,零售,9.53,-0.24,-2.46,9.77,9.83,9.83,9.33,5.12%,1156786,269441480,-4.29279262,NYSE,52.0
ABEO,"Abeona Therapeutics, Inc.","Abeona Therapeutics, Inc.",,3.21,-0.06,-1.83,3.27,3.59,3.6,3.17,13.15%,1884492,269407756,-2.01886791,NASDAQ,
JE,"Just Energy Group, Inc.","Just Energy Group, Inc.","天然气
",1.8,0.12,7.14,1.68,1.71,1.82,1.68,8.33%,1067676,269200952,-1.34328351,NYSE,334.0
AXU,Alexco Resource Corp.,Alexco Resource Corp.,采矿,2.28,-0.04,-1.72,2.32,2.37,2.4,2.22,7.76%,1494051,269036049,-76.00000075,NYSE,2.0
GERN,Geron Corp.,杰龙,生物技术和制药,1.33,-0.03,-2.21,1.36,1.36,1.39,1.32,5.15%,1380710,266703638,-5.32000017,NASDAQ,700.0
SNDL,"Sundial Growers, Inc.",森迪尔斯种植公司,,3.03,0.02,0.66,3.01,3.1,3.36,2.68,22.58%,2960187,265146504,-2.80555542,NASDAQ,
QUAD,"Quad/Graphics, Inc.","Quad/Graphics, Inc.",,4.98,0.31,6.64,4.67,4.72,5.0,4.7,6.32%,606696,260022290,-1.34959348,NYSE,723.0
DHY,Credit Suisse High Yield Bond Fund,Credit Suisse High Yield Bond Fund,股权,2.49,-0.01,-0.4,2.5,2.48,2.51,2.48,1.20%,3649211,258249956,8.89285714,AMEX,145.0
SDRL,Seadrill Ltd.,Seadrill Ltd.,油气,2.52,-0.02,-0.79,2.54,2.68,2.69,2.47,8.66%,1685479,253566717,-0.18247646,NYSE,76.0
RYAM,"Rayonier Advanced Materials, Inc.","Rayonier Advanced Materials, Inc.",,4.0,0.16,4.17,3.84,3.94,4.08,3.92,4.17%,735600,253159261,-4.040404,NYSE,
SSI,"Stage Stores, Inc.","Stage Stores, Inc.",,8.17,0.05,0.62,8.12,8.02,8.5,7.95,6.77%,1136320,251611989,-2.45345353,NYSE,712.0
TTI,"TETRA Technologies, Inc.","TETRA Technologies, Inc.",油气服务,2.02,0.06,3.06,1.96,1.98,2.04,1.93,5.87%,744316,247315781,-11.8823527,NYSE,68.0
AAOI,"Applied Optoelectronics, Inc.","Applied Optoelectronics, Inc.",,12.5,0.62,5.22,11.88,12.13,12.53,11.8,6.14%,883797,247178015,-6.34517757,NASDAQ,
SNCR,"Synchronoss Technologies, Inc.","Synchronoss Technologies, Inc.",软件,5.51,0.76,16.0,4.75,4.79,5.55,4.79,16.00%,1374413,246051074,-0.9927928,NASDAQ,14.0
NEPT,"Neptune Wellness Solutions, Inc.","Neptune Wellness Solutions, Inc.",制药,2.69,-0.06,-2.18,2.75,2.79,2.96,2.66,10.91%,1046581,243753056,-6.8974363,NASDAQ,10.0
MEIP,"MEI Pharma, Inc.","MEI Pharma, Inc.",生物技术,2.4,-0.08,-3.23,2.48,2.52,2.54,2.28,10.48%,732117,235111794,-34.2857155,NASDAQ,39.0
GNC,"GNC Holdings, Inc.","GNC Holdings, Inc.",零售,2.76,0.06,2.22,2.7,2.8,2.83,2.75,3.15%,1084694,234668707,5.30769248,NYSE,52.0
CVEO,Civeo Corp.,Civeo Corp.,,1.41,0.12,9.3,1.29,1.29,1.42,1.29,10.08%,675231,233977600,-5.42307699,NYSE,
ZAGG,"Zagg, Inc.","Zagg, Inc.",,8.1,-0.01,-0.12,8.11,8.15,8.27,7.93,4.19%,611585,233709203,62.30769753,NASDAQ,736.0
ADMA,"ADMA Biologics, Inc.","ADMA Biologics, Inc.",,3.94,-0.07,-1.63,4.0,4.04,4.04,3.86,4.50%,695414,231341766,-3.51339279,NASDAQ,
NSL,Nuveen Senior Income Fund,纽文高级收益基金,股权,6.01,0.05,0.84,5.96,5.97,6.02,5.97,0.84%,1917950,230896771,300.50001816,NYSE,145.0
JMEI,Jumei International Holding Ltd.,聚美优品,,1.94,-0.11,-5.37,2.05,2.02,2.1,1.9,9.76%,740128,227615333,9.2380958,NYSE,712.0
DHF,BNY Mellon High Yield Strategies Fund,BNY Mellon High Yield Strategies Fund,股权,3.11,0.01,0.32,3.1,3.09,3.12,3.09,0.97%,783551,226484471,8.40540501,NYSE,145.0
SOXS,Direxion Daily Semiconductor Bear 3x Shares,Direxion Daily Semiconductor Bear 3x Shares,股权,19.78,-1.31,-6.21,21.09,20.26,20.57,19.76,3.84%,4499707,225723964,,NYSE,145.0
PRTY,"Party City Holdco, Inc.","Party City Holdco, Inc.",,2.32,-0.02,-0.85,2.34,2.38,2.38,2.18,8.76%,3077011,218206274,-1.29608938,NYSE,
FCEL,"FuelCell Energy, Inc.",燃料电池能源,能源-替代能源,2.01,-0.5,-19.92,2.51,2.77,2.93,1.87,42.23%,140123378,212203395,-0.23563893,NASDAQ,109.0
ACST,"Acasti Pharma, Inc.","Acasti Pharma, Inc.",制药,2.38,-0.07,-2.86,2.45,2.52,2.52,2.2,13.06%,2792038,206668866,-4.10344859,NASDAQ,10.0
WKHS,"Workhorse Group, Inc.","Workhorse Group, Inc.",,3.07,0.03,0.99,3.04,3.06,3.1,2.96,4.44%,965143,201599547,-3.33695639,NASDAQ,
APTO,"Aptose Biosciences, Inc.","Aptose Biosciences, Inc.",,5.53,-0.14,-2.47,5.67,5.67,6.03,5.49,9.52%,1598347,192303718,-9.87500033,NASDAQ,
TLRD,"Tailored Brands, Inc.","Tailored Brands, Inc.",,4.04,-0.1,-2.42,4.14,4.21,4.21,3.96,6.04%,3960714,189658567,4.86746993,NYSE,
PIE,Invesco DWA Emerging Markets Momentum ETF,Invesco DWA Emerging Markets Momentum ETF,股权,19.72,0.57,2.98,19.15,19.34,19.72,19.34,1.98%,688929,188724383,,NYSE,145.0
UUUU,"Energy Fuels, Inc.","Energy Fuels, Inc.",,1.87,-0.04,-2.09,1.91,1.92,1.93,1.83,5.24%,1068439,181686928,-4.79487198,NYSE,717.0
SENS,"Senseonics Holdings, Inc.","Senseonics Holdings, Inc.",,0.88,-0.04,-3.88,0.92,0.9,0.91,0.86,5.02%,731004,179547267,-1.83437508,AMEX,
PTN,"Palatin Technologies, Inc.","Palatin Technologies, Inc.",生物技术和制药,0.79,0.01,1.0,0.78,0.78,0.79,0.77,2.24%,606860,179352001,4.6470589,NYSE,700.0
GUSH,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 3X Shares,Direxion Daily S&P Oil & Gas Exp. & Prod. Bull 3X Shares,,36.13,-0.42,-1.15,36.55,37.49,37.89,35.17,7.44%,1387947,178465518,,NYSE,
CRNT,Ceragon Networks Ltd.,Ceragon网络,计算机硬件,2.21,0.11,5.24,2.1,2.14,2.3,2.13,8.10%,1397900,178110813,13.00000009,NASDAQ,681.0
REI,"Ring Energy, Inc.","Ring Energy, Inc.",,2.65,0.01,0.38,2.64,2.66,2.67,2.56,4.17%,885692,176988269,6.79487229,AMEX,710.0
CBL,"CBL & Associates Properties, Inc.",CBL金融,房地产信托投资基金,1.01,-0.04,-3.81,1.05,1.07,1.08,1.0,7.62%,2095741,176643402,-0.71126762,NYSE,227.0
XRT,SPDR S&P Retail ETF,零售指数ETF-SPDR标普,股权,45.66,-0.35,-0.76,46.01,46.54,46.54,45.44,2.39%,3538753,174718204,2.45483865,NYSE,145.0
